order_item_id,order_id,product_name,quantity,unit_price_at_order
5367,1492,Almonds (Badam) 500g,0.19,450
5368,1492,Cashew Nuts (Kaju) 500g,0.47,550
5369,1492,Peanuts (Groundnut) 500g,0.77,90
5370,1493,Cashew Nuts (Kaju) 500g,0.47,550
5371,1493,Peanuts (Groundnut) 500g,1.19,90
5372,1493,Sunflower Oil 1L,2.99,180
5373,1493,Groundnut Oil 1L,0.93,220
5374,1494,Cashew Nuts (Kaju) 500g,0.4,480.34
5375,1494,Peanuts (Groundnut) 500g,1.08,90
5376,1494,Sunflower Oil 1L,1.35,180
5377,1494,Groundnut Oil 1L,1.05,220
5378,1495,Peanuts (Groundnut) 500g,1.37,90
5379,1495,Sunflower Oil 1L,1.25,180
5380,1495,Groundnut Oil 1L,1.38,220
5381,1495,Mustard Oil 1L,0.64,200
5382,1496,Sunflower Oil 1L,2.51,180
5383,1496,Groundnut Oil 1L,1.12,220
5384,1496,Mustard Oil 1L,0.78,200
5385,1496,Pure Ghee 1L,0.7,600
5386,1497,Sunflower Oil 1L,1.64,180
5387,1497,Groundnut Oil 1L,0.94,220
5388,1497,Mustard Oil 1L,0.87,200
5389,1497,Pure Ghee 1L,0.45,600
5390,1498,Mustard Oil 1L,0.62,200
5391,1498,Pure Ghee 1L,0.81,600
5392,1498,Sugar 1kg,9.96,45
5393,1498,Jaggery (Bella/Gud) 1kg,4.18,70
5394,1499,Mustard Oil 1L,1.09,200
5395,1499,Pure Ghee 1L,0.77,600
5396,1499,Iodized Salt 1kg,1.89,25
5397,1499,Rock Salt (Sendha Namak) 500g,0.3,40
5398,1500,Mustard Oil 1L,0.89,200
5399,1500,Iodized Salt 1kg,3.04,25
5400,1500,Rock Salt (Sendha Namak) 500g,0.24,40
5401,1501,Iodized Salt 1kg,3.84,25
5402,1501,Rock Salt (Sendha Namak) 500g,0.22,40
5403,1502,Rock Salt (Sendha Namak) 500g,0.15,40
5404,1503,Rock Salt (Sendha Namak) 500g,0.33,40
5405,1504,Rock Salt (Sendha Namak) 500g,0.2,40
5406,1505,Sona Masoori Rice 5kg,6.42,350
5407,1505,Basmati Rice 5kg,3.63,550
5408,1505,Wheat Flour (Atta) 5kg,2.12,250
5409,1505,Toor Dal 1kg,1.61,140
5410,1506,Sona Masoori Rice 5kg,8.96,350
5411,1506,Basmati Rice 5kg,2.96,550
5412,1506,Wheat Flour (Atta) 5kg,2.13,250
5413,1506,Toor Dal 1kg,1.23,140
5414,1507,Basmati Rice 5kg,2.22,550
5415,1507,Wheat Flour (Atta) 5kg,1.88,250
5416,1507,Toor Dal 1kg,2.0,140
5417,1507,Moong Dal 1kg,6.67,130
5418,1508,Basmati Rice 5kg,2.93,550
5419,1508,Wheat Flour (Atta) 5kg,1.34,250
5420,1508,Toor Dal 1kg,2.66,140
5421,1508,Rajma (Kidney Beans) 1kg,0.54,160
5422,1509,Wheat Flour (Atta) 5kg,1.58,250
5423,1509,Rajma (Kidney Beans) 1kg,0.53,160
5424,1509,Turmeric Powder 200g,5.44,60
5425,1509,Garam Masala 100g,0.45,80
5426,1510,Wheat Flour (Atta) 5kg,3.09,250
5427,1510,Rajma (Kidney Beans) 1kg,0.34,160
5428,1510,Garam Masala 100g,0.47,80
5429,1510,Biryani Masala 100g,0.89,100
5430,1511,Rajma (Kidney Beans) 1kg,0.57,160
5431,1511,Garam Masala 100g,0.48,80
5432,1511,Biryani Masala 100g,0.55,100
5433,1511,Almonds (Badam) 500g,0.73,450
5434,1512,Rajma (Kidney Beans) 1kg,0.82,160
5435,1512,Garam Masala 100g,0.24,80
5436,1512,Biryani Masala 100g,0.95,100
5437,1512,Almonds (Badam) 500g,1.27,450
5438,1513,Garam Masala 100g,0.27,80
5439,1513,Biryani Masala 100g,0.8,100
5440,1513,Cashew Nuts (Kaju) 500g,0.6,550
5441,1513,Peanuts (Groundnut) 500g,2.13,90
5442,1514,Garam Masala 100g,0.36,80
5443,1514,Cashew Nuts (Kaju) 500g,0.42,550
5444,1514,Peanuts (Groundnut) 500g,1.61,90
5445,1514,Sunflower Oil 1L,10.74,180
5446,1515,Cashew Nuts (Kaju) 500g,0.76,550
5447,1515,Peanuts (Groundnut) 500g,1.09,90
5448,1515,Groundnut Oil 1L,1.24,220
5449,1515,Mustard Oil 1L,5.53,200
5450,1516,Cashew Nuts (Kaju) 500g,0.33,550
5451,1516,Groundnut Oil 1L,1.36,220
5452,1516,Pure Ghee 1L,0.77,600
5453,1516,Sugar 1kg,2.04,45
5454,1517,Groundnut Oil 1L,1.89,220
5455,1517,Pure Ghee 1L,1.14,600
5456,1517,Sugar 1kg,2.75,45
5457,1517,Jaggery (Bella/Gud) 1kg,1.39,70
5458,1518,Groundnut Oil 1L,1.52,220
5459,1518,Pure Ghee 1L,0.9,600
5460,1518,Sugar 1kg,2.55,45
5461,1518,Jaggery (Bella/Gud) 1kg,0.96,70
5462,1519,Sugar 1kg,2.07,45
5463,1519,Jaggery (Bella/Gud) 1kg,0.8,70
5464,1519,Iodized Salt 1kg,1.5,25
5465,1519,Rock Salt (Sendha Namak) 500g,0.87,40
5466,1520,Jaggery (Bella/Gud) 1kg,0.52,70
5467,1520,Iodized Salt 1kg,1.92,25
5468,1520,Rock Salt (Sendha Namak) 500g,0.51,40
5469,1521,Iodized Salt 1kg,1.1,25
5470,1522,Iodized Salt 1kg,1.37,25
5471,1523,Iodized Salt 1kg,1.48,27.71
5472,1524,Iodized Salt 1kg,1.48,25
5473,1525,Sona Masoori Rice 5kg,3.71,350
5474,1525,Basmati Rice 5kg,1.93,550
5475,1525,Wheat Flour (Atta) 5kg,12.92,250
5476,1525,Toor Dal 1kg,1.37,140
5477,1526,Sona Masoori Rice 5kg,2.5,350
5478,1526,Basmati Rice 5kg,1.5,550
5479,1526,Toor Dal 1kg,2.8,140
5480,1526,Moong Dal 1kg,2.17,130
5481,1527,Sona Masoori Rice 5kg,2.58,350
5482,1527,Basmati Rice 5kg,2.64,550
5483,1527,Toor Dal 1kg,1.34,140
5484,1527,Moong Dal 1kg,1.89,130
5485,1528,Sona Masoori Rice 5kg,4.67,350
5486,1528,Basmati Rice 5kg,2.25,550
5487,1528,Toor Dal 1kg,1.15,140
5488,1528,Moong Dal 1kg,3.37,154.91
5489,1529,Sona Masoori Rice 5kg,2.96,350
5490,1529,Basmati Rice 5kg,2.48,550
5491,1529,Toor Dal 1kg,1.77,140
5492,1529,Rajma (Kidney Beans) 1kg,3.21,160
5493,1530,Turmeric Powder 200g,0.85,60
5494,1530,Garam Masala 100g,0.85,80
5495,1530,Biryani Masala 100g,0.7,100
5496,1530,Almonds (Badam) 500g,0.53,450
5497,1531,Turmeric Powder 200g,1.37,60
5498,1531,Garam Masala 100g,0.98,80
5499,1531,Biryani Masala 100g,0.54,100
5500,1531,Almonds (Badam) 500g,0.65,450
5501,1532,Turmeric Powder 200g,0.85,60
5502,1532,Garam Masala 100g,1.94,80
5503,1532,Biryani Masala 100g,0.75,100
5504,1532,Almonds (Badam) 500g,0.3,450
5505,1533,Turmeric Powder 200g,1.8,60
5506,1533,Biryani Masala 100g,0.4,100
5507,1533,Almonds (Badam) 500g,0.62,450
5508,1533,Cashew Nuts (Kaju) 500g,0.22,611.79
5509,1534,Biryani Masala 100g,0.73,100
5510,1534,Cashew Nuts (Kaju) 500g,0.45,550
5511,1534,Peanuts (Groundnut) 500g,1.48,90
5512,1534,Sunflower Oil 1L,2.28,145.54
5513,1535,Cashew Nuts (Kaju) 500g,0.26,550
5514,1535,Peanuts (Groundnut) 500g,2.0,90
5515,1535,Sunflower Oil 1L,1.59,180
5516,1535,Groundnut Oil 1L,1.77,220
5517,1536,Cashew Nuts (Kaju) 500g,0.62,550
5518,1536,Peanuts (Groundnut) 500g,1.69,90
5519,1536,Sunflower Oil 1L,1.25,180
5520,1536,Groundnut Oil 1L,1.56,187.22
5521,1537,Cashew Nuts (Kaju) 500g,0.36,550
5522,1537,Sunflower Oil 1L,2.02,180
5523,1537,Groundnut Oil 1L,0.95,220
5524,1537,Mustard Oil 1L,0.79,200
5525,1538,Cashew Nuts (Kaju) 500g,0.4,550
5526,1538,Sunflower Oil 1L,1.97,180
5527,1538,Groundnut Oil 1L,1.42,220
5528,1538,Mustard Oil 1L,0.74,200
5529,1539,Mustard Oil 1L,0.96,200
5530,1539,Pure Ghee 1L,0.33,600
5531,1539,Sugar 1kg,2.66,45
5532,1539,Jaggery (Bella/Gud) 1kg,0.75,70
5533,1540,Mustard Oil 1L,1.11,200
5534,1540,Pure Ghee 1L,0.74,600
5535,1540,Sugar 1kg,3.79,45
5536,1540,Jaggery (Bella/Gud) 1kg,0.64,70
5537,1541,Mustard Oil 1L,0.75,200
5538,1541,Pure Ghee 1L,0.29,600
5539,1541,Sugar 1kg,2.62,45
5540,1541,Jaggery (Bella/Gud) 1kg,0.88,70
5541,1542,Mustard Oil 1L,1.38,200
5542,1542,Pure Ghee 1L,0.37,600
5543,1542,Jaggery (Bella/Gud) 1kg,0.79,70
5544,1542,Iodized Salt 1kg,1.98,25
5545,1543,Pure Ghee 1L,0.76,600
5546,1543,Jaggery (Bella/Gud) 1kg,0.82,70
5547,1543,Iodized Salt 1kg,2.07,29.47
5548,1543,Rock Salt (Sendha Namak) 500g,0.19,40
5549,1544,Pure Ghee 1L,0.52,600
5550,1544,Jaggery (Bella/Gud) 1kg,0.32,70
5551,1544,Iodized Salt 1kg,1.51,25
5552,1544,Rock Salt (Sendha Namak) 500g,0.12,32.72
5553,1545,Iodized Salt 1kg,2.23,25
5554,1545,Rock Salt (Sendha Namak) 500g,0.19,47.5
5555,1546,Rock Salt (Sendha Namak) 500g,0.29,40
5556,1547,Rock Salt (Sendha Namak) 500g,0.24,40
5557,1548,Rock Salt (Sendha Namak) 500g,0.18,40
5558,1549,Sona Masoori Rice 5kg,7.75,398.08
5559,1549,Basmati Rice 5kg,2.1,550
5560,1549,Wheat Flour (Atta) 5kg,11.6,250
5561,1549,Toor Dal 1kg,1.44,140
5562,1550,Sona Masoori Rice 5kg,8.48,350
5563,1550,Basmati Rice 5kg,1.42,550
5564,1550,Toor Dal 1kg,1.75,140
5565,1550,Moong Dal 1kg,1.58,130
5566,1551,Basmati Rice 5kg,3.79,550
5567,1551,Toor Dal 1kg,1.03,140
5568,1551,Moong Dal 1kg,0.83,130
5569,1551,Rajma (Kidney Beans) 1kg,1.39,160
5570,1552,Basmati Rice 5kg,3.0,550
5571,1552,Toor Dal 1kg,1.06,140
5572,1552,Moong Dal 1kg,1.12,130
5573,1552,Rajma (Kidney Beans) 1kg,0.77,160
5574,1553,Toor Dal 1kg,1.92,140
5575,1553,Moong Dal 1kg,1.18,130
5576,1553,Rajma (Kidney Beans) 1kg,1.15,160
5577,1553,Turmeric Powder 200g,5.27,60
5578,1554,Toor Dal 1kg,1.38,140
5579,1554,Moong Dal 1kg,1.7,130
5580,1554,Garam Masala 100g,0.5,80
5581,1554,Biryani Masala 100g,1.5,100
5582,1555,Garam Masala 100g,0.47,80
5583,1555,Biryani Masala 100g,1.38,100
5584,1555,Almonds (Badam) 500g,1.91,450
5585,1555,Cashew Nuts (Kaju) 500g,2.42,550
5586,1556,Garam Masala 100g,0.48,80
5587,1556,Peanuts (Groundnut) 500g,1.61,90
5588,1556,Sunflower Oil 1L,2.86,180
5589,1556,Groundnut Oil 1L,2.06,220
5590,1557,Garam Masala 100g,0.43,80
5591,1557,Peanuts (Groundnut) 500g,1.78,90
5592,1557,Sunflower Oil 1L,4.08,180
5593,1557,Groundnut Oil 1L,0.79,220
5594,1558,Garam Masala 100g,0.21,80
5595,1558,Peanuts (Groundnut) 500g,2.11,90
5596,1558,Sunflower Oil 1L,2.73,180
5597,1558,Groundnut Oil 1L,0.78,220
5598,1559,Groundnut Oil 1L,1.8,220
5599,1559,Mustard Oil 1L,4.95,200
5600,1559,Pure Ghee 1L,1.17,507.26
5601,1559,Sugar 1kg,10.29,45
5602,1560,Pure Ghee 1L,0.92,600
5603,1560,Jaggery (Bella/Gud) 1kg,0.76,70
5604,1560,Iodized Salt 1kg,2.15,25
5605,1560,Rock Salt (Sendha Namak) 500g,1.33,40
5606,1561,Pure Ghee 1L,0.9,600
5607,1561,Jaggery (Bella/Gud) 1kg,1.03,70
5608,1561,Iodized Salt 1kg,1.64,25
5609,1562,Jaggery (Bella/Gud) 1kg,0.5,70
5610,1562,Iodized Salt 1kg,1.01,25
5611,1563,Jaggery (Bella/Gud) 1kg,0.81,70
5612,1563,Iodized Salt 1kg,1.97,25
5613,1564,Jaggery (Bella/Gud) 1kg,0.46,70
5614,1564,Iodized Salt 1kg,2.03,25
5615,1565,Jaggery (Bella/Gud) 1kg,0.78,70
5616,1566,Sona Masoori Rice 5kg,2.64,350
5617,1566,Basmati Rice 5kg,2.47,550
5618,1566,Wheat Flour (Atta) 5kg,4.24,250
5619,1566,Toor Dal 1kg,7.28,140
5620,1567,Sona Masoori Rice 5kg,3.24,350
5621,1567,Basmati Rice 5kg,1.58,550
5622,1567,Wheat Flour (Atta) 5kg,4.02,250
5623,1567,Moong Dal 1kg,2.01,130
5624,1568,Sona Masoori Rice 5kg,1.86,350
5625,1568,Basmati Rice 5kg,1.36,550
5626,1568,Wheat Flour (Atta) 5kg,4.09,250
5627,1568,Moong Dal 1kg,2.33,130
5628,1569,Sona Masoori Rice 5kg,3.06,350
5629,1569,Basmati Rice 5kg,2.67,550
5630,1569,Moong Dal 1kg,2.7,130
5631,1569,Rajma (Kidney Beans) 1kg,0.66,160
5632,1570,Sona Masoori Rice 5kg,3.46,350
5633,1570,Basmati Rice 5kg,2.82,550
5634,1570,Rajma (Kidney Beans) 1kg,1.46,160
5635,1570,Turmeric Powder 200g,0.92,60
5636,1571,Sona Masoori Rice 5kg,2.08,350
5637,1571,Rajma (Kidney Beans) 1kg,1.03,160
5638,1571,Turmeric Powder 200g,2.2,60
5639,1571,Garam Masala 100g,1.12,80
5640,1572,Turmeric Powder 200g,1.54,60
5641,1572,Garam Masala 100g,1.49,80
5642,1572,Biryani Masala 100g,1.28,100
5643,1572,Almonds (Badam) 500g,1.1,450
5644,1573,Garam Masala 100g,0.89,80
5645,1573,Biryani Masala 100g,1.9,100
5646,1573,Almonds (Badam) 500g,0.72,450
5647,1573,Cashew Nuts (Kaju) 500g,0.5,550
5648,1574,Cashew Nuts (Kaju) 500g,0.44,550
5649,1574,Peanuts (Groundnut) 500g,3.24,90
5650,1574,Sunflower Oil 1L,2.13,180
5651,1574,Groundnut Oil 1L,2.13,220
5652,1575,Cashew Nuts (Kaju) 500g,0.32,550
5653,1575,Peanuts (Groundnut) 500g,1.43,90
5654,1575,Sunflower Oil 1L,2.39,180
5655,1575,Groundnut Oil 1L,2.17,220
5656,1576,Cashew Nuts (Kaju) 500g,0.51,550
5657,1576,Sunflower Oil 1L,2.01,180
5658,1576,Groundnut Oil 1L,1.62,220
5659,1576,Mustard Oil 1L,5.54,200
5660,1577,Cashew Nuts (Kaju) 500g,0.53,550
5661,1577,Sunflower Oil 1L,1.61,180
5662,1577,Pure Ghee 1L,1.91,600
5663,1577,Sugar 1kg,5.54,45
5664,1578,Sunflower Oil 1L,2.49,180
5665,1578,Pure Ghee 1L,1.32,664.1
5666,1578,Sugar 1kg,4.16,45
5667,1578,Jaggery (Bella/Gud) 1kg,1.35,70
5668,1579,Jaggery (Bella/Gud) 1kg,1.12,70
5669,1579,Iodized Salt 1kg,4.81,25
5670,1579,Rock Salt (Sendha Namak) 500g,0.47,40
5671,1580,Jaggery (Bella/Gud) 1kg,1.71,70
5672,1580,Iodized Salt 1kg,3.79,25
5673,1580,Rock Salt (Sendha Namak) 500g,0.42,40
5674,1581,Sona Masoori Rice 5kg,4.35,350
5675,1581,Basmati Rice 5kg,3.29,550
5676,1581,Wheat Flour (Atta) 5kg,4.85,283.2
5677,1581,Toor Dal 1kg,1.13,140
5678,1582,Sona Masoori Rice 5kg,4.75,350
5679,1582,Basmati Rice 5kg,4.41,550
5680,1582,Wheat Flour (Atta) 5kg,6.7,250
5681,1582,Toor Dal 1kg,0.96,140
5682,1583,Sona Masoori Rice 5kg,4.65,350
5683,1583,Basmati Rice 5kg,2.84,550
5684,1583,Toor Dal 1kg,1.1,140
5685,1583,Moong Dal 1kg,1.33,130
5686,1584,Toor Dal 1kg,1.79,140
5687,1584,Moong Dal 1kg,0.85,130
5688,1584,Rajma (Kidney Beans) 1kg,1.56,160
5689,1584,Turmeric Powder 200g,3.0,60
5690,1585,Toor Dal 1kg,1.21,140
5691,1585,Moong Dal 1kg,1.17,130
5692,1585,Rajma (Kidney Beans) 1kg,1.73,160
5693,1585,Turmeric Powder 200g,1.89,60
5694,1586,Toor Dal 1kg,2.04,140
5695,1586,Moong Dal 1kg,0.96,130
5696,1586,Biryani Masala 100g,0.86,100
5697,1586,Almonds (Badam) 500g,0.38,450
5698,1587,Moong Dal 1kg,1.54,130
5699,1587,Biryani Masala 100g,1.19,100
5700,1587,Almonds (Badam) 500g,0.38,450
5701,1587,Cashew Nuts (Kaju) 500g,0.69,550
5702,1588,Moong Dal 1kg,0.66,130
5703,1588,Biryani Masala 100g,0.98,111.2
5704,1588,Almonds (Badam) 500g,0.45,450
5705,1588,Cashew Nuts (Kaju) 500g,1.0,550
5706,1589,Almonds (Badam) 500g,0.28,450
5707,1589,Cashew Nuts (Kaju) 500g,0.59,550
5708,1589,Peanuts (Groundnut) 500g,5.03,90
5709,1589,Sunflower Oil 1L,5.86,180
5710,1590,Almonds (Badam) 500g,0.66,450
5711,1590,Sunflower Oil 1L,4.4,180
5712,1590,Groundnut Oil 1L,2.53,220
5713,1590,Mustard Oil 1L,1.78,200
5714,1591,Groundnut Oil 1L,2.59,220
5715,1591,Mustard Oil 1L,1.6,200
5716,1591,Pure Ghee 1L,0.76,600
5717,1591,Sugar 1kg,1.15,45
5718,1592,Mustard Oil 1L,1.6,200
5719,1592,Pure Ghee 1L,0.95,600
5720,1592,Sugar 1kg,2.27,45
5721,1592,Jaggery (Bella/Gud) 1kg,0.33,70
5722,1593,Pure Ghee 1L,0.55,600
5723,1593,Sugar 1kg,2.22,45
5724,1593,Jaggery (Bella/Gud) 1kg,0.91,70
5725,1593,Iodized Salt 1kg,1.8,25
5726,1594,Pure Ghee 1L,0.85,600
5727,1594,Sugar 1kg,2.84,45
5728,1594,Jaggery (Bella/Gud) 1kg,0.38,59.73
5729,1594,Iodized Salt 1kg,1.76,25
5730,1595,Sugar 1kg,1.86,45
5731,1595,Jaggery (Bella/Gud) 1kg,0.72,70
5732,1595,Iodized Salt 1kg,1.06,25
5733,1595,Rock Salt (Sendha Namak) 500g,0.58,40
5734,1596,Jaggery (Bella/Gud) 1kg,0.37,70
5735,1596,Iodized Salt 1kg,2.1,25
5736,1596,Rock Salt (Sendha Namak) 500g,0.48,40
5737,1597,Jaggery (Bella/Gud) 1kg,0.94,70
5738,1597,Iodized Salt 1kg,2.11,25
5739,1597,Rock Salt (Sendha Namak) 500g,0.53,40
5740,1598,Sona Masoori Rice 5kg,5.31,350
5741,1598,Basmati Rice 5kg,12.02,550
5742,1598,Wheat Flour (Atta) 5kg,1.27,250
5743,1598,Toor Dal 1kg,2.71,140
5744,1599,Sona Masoori Rice 5kg,10.13,350
5745,1599,Wheat Flour (Atta) 5kg,2.63,250
5746,1599,Toor Dal 1kg,4.75,140
5747,1599,Moong Dal 1kg,1.75,130
5748,1600,Wheat Flour (Atta) 5kg,2.14,250
5749,1600,Moong Dal 1kg,0.69,130
5750,1600,Rajma (Kidney Beans) 1kg,0.93,160
5751,1600,Turmeric Powder 200g,1.49,60
5752,1601,Wheat Flour (Atta) 5kg,1.37,250
5753,1601,Moong Dal 1kg,1.57,130
5754,1601,Rajma (Kidney Beans) 1kg,2.37,160
5755,1601,Turmeric Powder 200g,0.54,60
5756,1602,Wheat Flour (Atta) 5kg,2.43,250
5757,1602,Moong Dal 1kg,1.5,130
5758,1602,Turmeric Powder 200g,1.12,60
5759,1602,Garam Masala 100g,0.52,80
5760,1603,Wheat Flour (Atta) 5kg,2.32,250
5761,1603,Moong Dal 1kg,0.87,130
5762,1603,Turmeric Powder 200g,1.6,60
5763,1603,Garam Masala 100g,0.58,80
5764,1604,Moong Dal 1kg,0.72,130
5765,1604,Garam Masala 100g,0.58,68.44
5766,1604,Biryani Masala 100g,0.51,100
5767,1604,Almonds (Badam) 500g,1.37,450
5768,1605,Garam Masala 100g,0.4,80
5769,1605,Biryani Masala 100g,0.73,100
5770,1605,Almonds (Badam) 500g,0.78,450
5771,1605,Cashew Nuts (Kaju) 500g,0.33,550
5772,1606,Biryani Masala 100g,0.83,100
5773,1606,Cashew Nuts (Kaju) 500g,0.46,550
5774,1606,Peanuts (Groundnut) 500g,3.25,90
5775,1606,Sunflower Oil 1L,10.76,180
5776,1607,Biryani Masala 100g,0.67,100
5777,1607,Cashew Nuts (Kaju) 500g,0.53,550
5778,1607,Peanuts (Groundnut) 500g,1.55,90
5779,1607,Groundnut Oil 1L,5.3,220
5780,1608,Cashew Nuts (Kaju) 500g,0.44,550
5781,1608,Mustard Oil 1L,5.73,200
5782,1608,Pure Ghee 1L,0.89,600
5783,1608,Sugar 1kg,3.53,45
5784,1609,Cashew Nuts (Kaju) 500g,0.57,550
5785,1609,Pure Ghee 1L,1.34,600
5786,1609,Sugar 1kg,1.35,45
5787,1609,Jaggery (Bella/Gud) 1kg,1.05,70
5788,1610,Pure Ghee 1L,1.03,600
5789,1610,Sugar 1kg,2.64,45
5790,1610,Jaggery (Bella/Gud) 1kg,0.78,70
5791,1610,Iodized Salt 1kg,2.23,25
5792,1611,Sugar 1kg,3.47,45
5793,1611,Jaggery (Bella/Gud) 1kg,0.69,70
5794,1611,Iodized Salt 1kg,2.14,25
5795,1612,Jaggery (Bella/Gud) 1kg,0.54,70
5796,1612,Iodized Salt 1kg,3.59,25
5797,1613,Jaggery (Bella/Gud) 1kg,1.07,70
5798,1614,Sona Masoori Rice 5kg,2.15,350
5799,1614,Basmati Rice 5kg,5.04,550
5800,1614,Wheat Flour (Atta) 5kg,4.84,250
5801,1614,Toor Dal 1kg,2.61,140
5802,1615,Sona Masoori Rice 5kg,2.91,350
5803,1615,Basmati Rice 5kg,3.18,550
5804,1615,Wheat Flour (Atta) 5kg,2.22,250
5805,1615,Toor Dal 1kg,0.99,140
5806,1616,Sona Masoori Rice 5kg,3.17,350
5807,1616,Basmati Rice 5kg,2.6,550
5808,1616,Wheat Flour (Atta) 5kg,5.7,250
5809,1616,Toor Dal 1kg,2.56,140
5810,1617,Sona Masoori Rice 5kg,3.35,350
5811,1617,Toor Dal 1kg,1.4,140
5812,1617,Moong Dal 1kg,2.11,130
5813,1617,Rajma (Kidney Beans) 1kg,2.96,160
5814,1618,Sona Masoori Rice 5kg,2.93,350
5815,1618,Moong Dal 1kg,2.07,130
5816,1618,Turmeric Powder 200g,3.4,60
5817,1618,Garam Masala 100g,1.08,80
5818,1619,Moong Dal 1kg,0.96,130
5819,1619,Turmeric Powder 200g,1.83,60
5820,1619,Garam Masala 100g,1.08,80
5821,1619,Biryani Masala 100g,0.67,114.32
5822,1620,Moong Dal 1kg,1.2,130
5823,1620,Biryani Masala 100g,0.24,100
5824,1620,Almonds (Badam) 500g,0.75,450
5825,1620,Cashew Nuts (Kaju) 500g,0.51,550
5826,1621,Biryani Masala 100g,0.61,100
5827,1621,Almonds (Badam) 500g,1.26,450
5828,1621,Cashew Nuts (Kaju) 500g,0.54,550
5829,1621,Peanuts (Groundnut) 500g,1.32,90
5830,1622,Biryani Masala 100g,0.46,100
5831,1622,Cashew Nuts (Kaju) 500g,0.69,550
5832,1622,Peanuts (Groundnut) 500g,2.0,90
5833,1622,Sunflower Oil 1L,10.42,180
5834,1623,Biryani Masala 100g,0.58,100
5835,1623,Cashew Nuts (Kaju) 500g,0.46,550
5836,1623,Peanuts (Groundnut) 500g,2.18,90
5837,1623,Groundnut Oil 1L,5.95,220
5838,1624,Biryani Masala 100g,0.25,100
5839,1624,Mustard Oil 1L,0.71,200
5840,1624,Pure Ghee 1L,0.63,600
5841,1624,Sugar 1kg,2.35,45
5842,1625,Mustard Oil 1L,0.74,200
5843,1625,Pure Ghee 1L,0.67,600
5844,1625,Sugar 1kg,1.89,45
5845,1625,Jaggery (Bella/Gud) 1kg,0.58,70
5846,1626,Mustard Oil 1L,0.48,200
5847,1626,Pure Ghee 1L,0.25,600
5848,1626,Sugar 1kg,1.93,45
5849,1626,Jaggery (Bella/Gud) 1kg,0.85,70
5850,1627,Mustard Oil 1L,1.02,200
5851,1627,Pure Ghee 1L,0.46,600
5852,1627,Sugar 1kg,2.32,45
5853,1627,Jaggery (Bella/Gud) 1kg,0.73,70
5854,1628,Mustard Oil 1L,0.87,161.75
5855,1628,Pure Ghee 1L,0.6,600
5856,1628,Sugar 1kg,1.2,45
5857,1628,Jaggery (Bella/Gud) 1kg,0.61,70
5858,1629,Mustard Oil 1L,1.09,200
5859,1629,Pure Ghee 1L,0.6,600
5860,1629,Jaggery (Bella/Gud) 1kg,1.49,70
5861,1629,Iodized Salt 1kg,3.73,25
5862,1630,Iodized Salt 1kg,2.6,25
5863,1631,Iodized Salt 1kg,2.29,25
5864,1632,Sona Masoori Rice 5kg,1.41,350
5865,1632,Basmati Rice 5kg,6.97,550
5866,1632,Wheat Flour (Atta) 5kg,6.76,250
5867,1632,Toor Dal 1kg,1.49,140
5868,1633,Sona Masoori Rice 5kg,2.13,350
5869,1633,Basmati Rice 5kg,3.24,550
5870,1633,Wheat Flour (Atta) 5kg,6.32,250
5871,1633,Toor Dal 1kg,1.99,140
5872,1634,Sona Masoori Rice 5kg,1.46,350
5873,1634,Toor Dal 1kg,1.89,140
5874,1634,Moong Dal 1kg,7.1,130
5875,1634,Rajma (Kidney Beans) 1kg,0.26,160
5876,1635,Sona Masoori Rice 5kg,3.62,350
5877,1635,Toor Dal 1kg,1.03,140
5878,1635,Rajma (Kidney Beans) 1kg,0.66,160
5879,1635,Turmeric Powder 200g,1.56,60
5880,1636,Sona Masoori Rice 5kg,3.99,350
5881,1636,Toor Dal 1kg,1.29,140
5882,1636,Rajma (Kidney Beans) 1kg,0.55,160
5883,1636,Turmeric Powder 200g,3.53,60
5884,1637,Sona Masoori Rice 5kg,1.41,350
5885,1637,Rajma (Kidney Beans) 1kg,0.29,160
5886,1637,Biryani Masala 100g,3.17,100
5887,1637,Almonds (Badam) 500g,0.89,450
5888,1638,Rajma (Kidney Beans) 1kg,0.62,160
5889,1638,Almonds (Badam) 500g,1.29,450
5890,1638,Cashew Nuts (Kaju) 500g,0.27,550
5891,1638,Peanuts (Groundnut) 500g,2.23,90
5892,1639,Rajma (Kidney Beans) 1kg,0.54,160
5893,1639,Cashew Nuts (Kaju) 500g,0.63,550
5894,1639,Peanuts (Groundnut) 500g,2.57,90
5895,1639,Sunflower Oil 1L,3.94,180
5896,1640,Cashew Nuts (Kaju) 500g,0.35,550
5897,1640,Sunflower Oil 1L,2.68,180
5898,1640,Groundnut Oil 1L,5.41,220
5899,1640,Mustard Oil 1L,5.57,200
5900,1641,Cashew Nuts (Kaju) 500g,0.29,550
5901,1641,Sunflower Oil 1L,3.25,180
5902,1641,Pure Ghee 1L,3.3,600
5903,1641,Sugar 1kg,10.73,45
5904,1642,Cashew Nuts (Kaju) 500g,0.23,550
5905,1642,Jaggery (Bella/Gud) 1kg,2.14,70
5906,1642,Iodized Salt 1kg,4.77,25
5907,1642,Rock Salt (Sendha Namak) 500g,0.44,40
5908,1643,Cashew Nuts (Kaju) 500g,0.37,550
5909,1643,Jaggery (Bella/Gud) 1kg,1.51,70
5910,1643,Iodized Salt 1kg,4.64,25
5911,1643,Rock Salt (Sendha Namak) 500g,0.29,40
